PID,Civic Address,Contact,Community,Pad Fee,Term,Source,Listing,lat,lon,Website,satellite,Streetview,Municipality,Zone Code,Zone Description,Width,Depth,Lot Size,Gross Taxes,BCA Description,2024 Assessed Land Value,2024 Assessed Total Value,Transacted,Transacted Year,Transaction Details
008-601-909,1117 10TH AV N Golden BC V0A 1H0,,,,,,,,,,,,Golden,R6,Mobile Home Park,-,-,177289.2,-,MOBILE HOME PARK,1781000,1906000,,,
008-601-801,838 9TH AV N Golden BC V0A 1H0,,,,,,,,,,,,Golden,R6,Mobile Home Park,-,-,324522,-,MOBILE HOME PARK,2508000,2677000,,,
013-833-189,7151 HIGHWAY 3 Grand Forks BC V0H 1H5,,,,,,,,,,,,Grand Forks,R5,Mobile Home Park Residential 5,-,-,152895.6,-,MOBILE HOME PARK,708000,762800,,,
008-958-998,7225 BOUNDARY DR Grand Forks BC,,,,,,,,,,,,Grand Forks,R5,Mobile Home Park Residential 5,-,-,611800.2,-,MOBILE HOME PARK,1586000,2344400,,,
010-900-217,6491 HIGHWAY 3 Grand Forks BC V0H 1H5,,,,,,,,,,,,Grand Forks,TC,Tourist Commercial,-,-,96703.2,-,MOBILE HOME PARK,224200,300900,,,
011-023-813,62780 FLOOD HOPE RD Hope BC V0X 1L2,,,,,,,,,,,,Hope,MHP-1,Mobile Home Park,-,-,202554,11825.07,MOBILE HOME PARK,2126000,2505000,,,
002-928-361,62790 FLOOD HOPE RD Hope BC V0X 1L2,,,,,,,,,,,,Hope,MHP-1,Mobile Home Park,-,-,435600,14039.03,MOBILE HOME PARK,1587000,2974000,,,
003-156-591,22885 TRANS CANADA HY Hope BC V0X 1L3,,,,,,,,,,,,Hope,MHP-1,Mobile Home Park,-,-,334976.4,9935.3,MOBILE HOME PARK,1517100,2022300,,,
010-359-885,63961 FLOOD HOPE RD Hope BC,,,,,,,,,,,,Hope,RS-1,Single Family Residential,-,-,176418,9443.98,MOBILE HOME PARK,1332000,1986000,,,
006-548-831,62010 FLOOD HOPE RD Hope BC V0X 1L2,,,,,,,,,,,,Hope,MHP-1RU-1,Mobile Home ParkRural,-,-,221720.4,4961.34,MOBILE HOME PARK,487000,1051000,,,
026-771-306,63071 FLOOD HOPE RD Hope BC V0X 1L2,,,,,,,,,,,,Hope,MHP-1,Mobile Home Park,-,-,213444,10215.35,MOBILE HOME PARK,1764000,2164000,,,
011-733-616,1700 HIGHWAY 16 W Houston BC V0J 1Z1,,,,,,,,,,,,Houston,R-3,MANUFACTURED HOME PARK ZONE,-,-,483080.4,5465.07,MOBILE HOME PARK,313400,541200,,,
004-244-249,171-3666 11TH ST Houston BC V0J 1Z2,,,,,,,,,,,,Houston,R-3,MANUFACTURED HOME PARK ZONE,-,-,963111.6,23735.9,MOBILE HOME PARK,1823000,2273000,,,
010-476-083,2434 BUTLER AV Houston BC,,,,,,,,,,,,Houston,C-1A,CORE COMMERCIAL ZONE,-,-,152460,9361.9,MOBILE HOME PARK,407000,745000,,,
023-349-182,3960 DRIVE IN RD Houston BC V0J 1Z2,,,,,,,,,,,,Houston,C-3,CAMPGROUND ZONE,-,-,1039777.2,7517.68,MOBILE HOME PARK,590700,754200,,,
023-563-761,9715 BEATTIE DR Hudson's Hope BC V0C 1V0,,,,,,,,,,,,Hudson's Hope,,,-,-,19602,504.99,MOBILE HOME PARK,67600,73300,,,
009-817-158,201 LARKSPUR ST Kamloops BC V2B 2M5,,,,,,,,,,,,Kamloops,C4,Service Commercial,-,-,23100,-,MOBILE HOME PARK,443000,494100,,,
011-814-632,1755 ORD RD Kamloops BC V2B 7V5,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,217800,-,MOBILE HOME PARK,2535000,2633100,,,
008-862-192,771 HOLT ST Kamloops BC V2B 5G5,,,,,,,,,,,,Kamloops,RT1C,Two-Family Residential 1 - Compact,143,105,15015,-,MOBILE HOME PARK,359000,368500,,,
010-223-185,775 MACKENZIE AV Kamloops BC V2B 3W1,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,377011.8,-,MOBILE HOME PARK,6230000,6736000,,,
009-151-001,130 STATION RD Kamloops BC,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,198198,-,MOBILE HOME PARK,1826000,1916100,,,
004-710-495,2805 WESTSYDE RD Kamloops BC V2B 7E1,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,98881.2,-,MOBILE HOME PARK,1416000,1816000,,,
028-186-338,1175 ROSE HILL RD Kamloops BC V2E 1G9,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,2497294.8,-,MOBILE HOME PARK,6895000,8056000,,,
003-243-541,4395 TRANS CANADA HY E Kamloops BC V2C 4S4,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,330184.8,-,MOBILE HOME PARK,1389900,1821900,,,
004-351-711,1720 WESTSYDE RD Kamloops BC V2B 7B7,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,200376,-,MOBILE HOME PARK,2506000,2826000,,,
010-557-725,7155 DALLAS DR Kamloops BC V2C 4T1,,,,,,,,,,,,Kamloops,MHPOS,Mobile Home ParkOpen Space,-,-,971823.6,-,MOBILE HOME PARK,6375000,6707000,,,
032-045-751,2400 OAK HILLS BV Kamloops BC,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,1216282.32,-,MOBILE HOME PARK,10804000,12097000,,,
024-145-092,1440 ORD RD Kamloops BC,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,138956.4,-,MOBILE HOME PARK,2473000,2904000,,,
002-999-285,1572 LORNE ST E Kamloops BC V2C 1X6,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,74923.2,-,MOBILE HOME PARK,899000,1107000,,,
003-786-951,1655 ORD RD Kamloops BC V2B 7V6,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,666032.4,-,MOBILE HOME PARK,9369000,10189000,,,
004-658-248,1680 LAC LE JEUNE RD Kamloops BC,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,296643.6,-,MOBILE HOME PARK,1637000,1769000,,,
025-912-917,811 GRANT RD Kamloops BC V2B 6K7,,,,,,,,,,,,Kamloops,RS1,Single Family Residential - 1,-,-,111078,-,MOBILE HOME PARK,330000,714000,,,
031-928-889,1375 ORD RD Kamloops BC V2B 7V3,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,361678.68,-,MOBILE HOME PARK,3886000,4050000,,,
005-922-216,2380 WESTSYDE RD Kamloops BC,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,147232.8,-,MOBILE HOME PARK,1454000,1583000,,,
011-814-641,1781 ORD RD Kamloops BC V2B 0E8,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,203425.2,-,MOBILE HOME PARK,1184000,2977000,,,
003-713-679,1680 WESTSYDE RD Kamloops BC,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,177289.2,-,MOBILE HOME PARK,2176000,2595000,,,
009-323-864,101 TRANQUILLE RD Kamloops BC V2B 3E5,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,431244,-,MOBILE HOME PARK,5811000,6405000,,,
025-593-901,2401 ORD RD Kamloops BC,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,1115136,-,MOBILE HOME PARK,9528000,11035000,,,
007-500-491,4395 TRANS CANADA HY E Kamloops BC V2C 4S4,,,,,,,,,,,,Kamloops,MHP,Mobile Home Park,-,-,331056,-,MOBILE HOME PARK,350000,528000,,,
012-989-916,434 SPRUCE AV Kaslo BC,,,,,,,,,,,,Kaslo,R2,Mobile Home Park Zone,-,-,30492,-,MOBILE HOME PARK,328000,344900,,,
008-238-723,5155 CHUTE LAKE RD Kelowna BC V1W 4R9,,,,,,,,,,,,Kelowna,RU1,Large Lot Housing,-,-,87120,-,MOBILE HOME PARK - ABOVE AVERAGE,832000,1068000,,,
007-262-078,3745 LAKESHORE RD Kelowna BC V1W 3K4,,,,,,,,,,,,Kelowna,MH1,Mobile Home and Camping,-,-,437778,-,MOBILE HOME PARK,12700000,12826000,,,
025-815-318,1132 FINDLAY RD Kelowna BC V1X 5A8,,,,,,,,,,,,Kelowna,MH1,Mobile Home and Camping,-,-,918114.12,-,MOBILE HOME PARK,8903000,9729000,,,
003-690-211,1508 GLENMORE RD N Kelowna BC V1V 2H1,,,,,,,,,,,,Kelowna,MH1,Mobile Home and Camping,-,-,87120,-,MOBILE HOME PARK,2576000,2696000,,,
004-463-064,3535 MCCULLOCH RD Kelowna BC V1W 4R8,,,,,,,,,,,,Kelowna,MH1,Mobile Home and Camping,-,-,549291.6,-,MOBILE HOME PARK,5174000,6023000,,,
002-920-760,1255 RAYMER AV Kelowna BC V1W 3S3,,,,,,,,,,,,Kelowna,MH1,Mobile Home and Camping,-,-,3100992.84,-,MOBILE HOME PARK,17960000,30269000,,,
030-124-751,4075 MCCLAIN RD Kelowna BC V1W 4R4,,,,,,,,,,,,Kelowna,MH1A1,Mobile Home and CampingAgriculture,-,-,1196941.68,-,MOBILE HOME PARK,5494000,6901000,,,
004-911-873,3535 CASORSO RD Kelowna BC V1W 3E1,,,,,,,,,,,,Kelowna,MH1,Mobile Home and Camping,-,-,1065042,-,MOBILE HOME PARK,17513000,17718000,,,
003-668-576,4355 JAUD RD Kelowna BC V1W 4R3,,,,,,,,,,,,Kelowna,MH1,Mobile Home and Camping,-,-,278348.4,-,MOBILE HOME PARK,789000,844200,,,
023-716-835,1925 BARON RD Kelowna BC V1X 6W2,,,,,,,,,,,,Kelowna,MH1,Mobile Home and Camping,-,-,135602.28,-,MOBILE HOME PARK,2113000,2255000,,,
003-690-237,1510 GLENMORE RD N Kelowna BC V1V 2H1,,,,,,,,,,,,Kelowna,MH1,Mobile Home and Camping,-,-,57499.2,-,MOBILE HOME PARK,1989000,2074600,,,
011-099-879,3745 LAKESHORE RD Kelowna BC V1W 3K4,,,,,,,,,,,,Kelowna,MH1,Mobile Home and Camping,-,-,372002.4,-,MOBILE HOME PARK,11328000,11420400,,,
010-887-245,6900 INKMAN RD Kent BC V0M 1A1,,,,,,,,,,,,Kent,RH,Mobile Home Park Zone,-,-,234788.4,11766.46,MOBILE HOME PARK,2755000,3132000,,,
007-440-952,1884 HEATH RD Kent BC V0M 1A2,,,,,,,,,,,,Kent,RH,Mobile Home Park Zone,-,-,202118.4,10383.92,MOBILE HOME PARK,2351000,2764000,,,
010-394-842,1118 MIDDLE BENCH RD Keremeos BC V0X 1N2,,,,,,,,,,,,Keremeos,RSM,Low Density Manufactured Home Park Zone,-,-,60984,-,MOBILE HOME PARK,486000,709000,,,
024-072-486,31 HIGHWAY 3A Keremeos BC V0X 1N2,,,,,,,,,,,,Keremeos,RSMRM1,Low Density Manufactured Home Park ZoneMedium Density Residential One Zone,-,-,143138.16,-,MOBILE HOME PARK,1072000,1149700,,,
016-131-801,411 303RD ST Kimberley BC V1A 3H2,,,,,,,,,,,,Kimberley,R-2,Single and Two-Family Residential (R-2),-,-,9147.6,-,MOBILE HOME PARK,226000,292600,,,
010-284-672,584 COLUMBIA AV W Kitimat BC V8C 1V3,,,,,,,,,,,,Kitimat,R6-B,Special - Mobile Home Parks,-,-,243064.8,11841.23,MOBILE HOME PARK,1374000,1531600,,,
007-970-421,653 COLUMBIA AV W Kitimat BC,,,,,,,,,,,,Kitimat,R6-B,Special - Mobile Home Parks,-,-,1007107.2,9456.42,MOBILE HOME PARK,1670000,2117000,,,
024-841-005,658 ALDERWOOD DR Ladysmith BC,,,,,,,,,,,,Ladysmith,,,-,-,236095.2,-,MOBILE HOME PARK,2299000,2804000,,,
001-618-881,10980 WESTDOWNE RD Ladysmith BC,,,,,,,,,,,,Ladysmith,,,-,-,121096.8,-,MOBILE HOME PARK,907000,1023000,,,
001-618-920,10980 WESTDOWNE RD Ladysmith BC,,,,,,,,,,,,Ladysmith,,,-,-,481642.92,-,MOBILE HOME PARK,5014000,5438000,,,
028-311-914,525 JIM CRAM DR Ladysmith BC V9G 0A5,,,,,,,,,,,,Ladysmith,,,-,-,210830.4,-,MOBILE HOME PARK,1798000,2753000,,,
026-695-022,658 ALDERWOOD DR Ladysmith BC V9G 1R6,,,,,,,,,,,,Ladysmith,,,-,-,320601.6,-,MOBILE HOME PARK,2177000,3194000,,,
009-330-801,17610 RAWSTHORNE RD Lake Country BC V4V 2K2,,,,,,,,,,,,Lake Country,RM7,Mobile Home Park,-,-,761428.8,-,MOBILE HOME PARK,2583000,3640000,,,
010-129-731,11538 BOTTOM WOOD LAKE RD Lake Country BC,,,,,,,,,,,,Lake Country,RM7,Mobile Home Park,-,-,90604.8,-,MOBILE HOME PARK,3043000,3062600,,,
031-284-906,2780 SPENCER RD Langford BC V9B 4C9,,,,,,,,,,,,Langford,MUE3,Mixed Use Employment,-,-,482223,-,MOBILE HOME PARK,8835000,9069000,,,
000-267-856,2587 SELWYN RD Langford BC V9E 2H3,,,,,,,,,,,,Langford,RH1,Mobile Home Park,-,-,402494.4,-,MOBILE HOME PARK,8760000,10840000,,,
003-855-457,843 HOCKLEY AV Langford BC,,,,,,,,,,,,Langford,RH1,Mobile Home Park,83,269,22327,-,MOBILE HOME PARK,1464000,1476100,,,
008-240-248,1261 GOLDSTREAM AV Langford BC V9B 2Y9,,,,,,,,,,,,Langford,RL1,Residential Lakeshore,-,-,162478.8,-,MOBILE HOME PARK,6883000,7299000,,,
005-270-898,2607 SELWYN RD Langford BC V9B 3L2,,,,,,,,,,,,Langford,RH1,Mobile Home Park,-,-,234788.4,-,MOBILE HOME PARK,2033000,2359000,,,
026-934-400,2500 FLORENCE LAKE RD Langford BC,,,,,,,,,,,,Langford,RH1,Mobile Home Park,-,-,1388692.8,-,MOBILE HOME PARK,14624000,16977000,,,
007-927-738,7-848 HOCKLEY AV Langford BC V9B 2V6,,,,,,,,,,,,Langford,RH1,Mobile Home Park,-,-,128502,-,MOBILE HOME PARK,4441000,4493700,,,
003-855-368,7-848 HOCKLEY AV Langford BC V9B 2V6,,,,,,,,,,,,Langford,RH1,Mobile Home Park,83,268,22244,-,MOBILE HOME PARK,1465000,1481400,,,
003-711-935,848 HOCKLEY AV Langford BC V9B 2V6,,,,,,,,,,,,Langford,RH1,Mobile Home Park,59,268,15812,-,MOBILE HOME PARK,1085000,1091500,,,
003-855-473,HOCKLEY AV Langford BC,,,,,,,,,,,,Langford,RH1,Mobile Home Park,83,269,22327,-,MOBILE HOME PARK,1471000,1487400,,,
001-234-854,2807 SOOKE LAKE RD Langford BC,,,,,,,,,,,,Langford,RH1,Mobile Home Park,-,-,600692.4,-,MOBILE HOME PARK,10820000,12788000,,,
002-992-671,7-848 HOCKLEY AV Langford BC V9B 2V6,,,,,,,,,,,,Langford,RH1,Mobile Home Park,-,-,60112.8,-,MOBILE HOME PARK,2893000,2932500,,,
000-153-044,2911 SOOKE LAKE RD Langford BC V9B 4R5,,,,,,,,,,,,Langford,RH1,Mobile Home Park,-,-,440391.6,-,MOBILE HOME PARK,6434000,9569000,,,
005-170-346,20071 24 AV Langley BC V2Z 2A1,,,,,,,,,,,,Langley,MH-1,Residential Mobile Home Park Zone,-,-,1206176.4,51190.25,MOBILE HOME PARK,14309000,16993000,,,
017-621-330,24330 FRASER HY Langley BC V2Z 1N2,,,,,,,,,,,,Langley,MH-1,Residential Mobile Home Park Zone,-,-,1394791.2,200559.36,MOBILE HOME PARK,21139000,24386500,,,
013-282-719,23390 72 AV Langley BC,,,,,,,,,,,,Langley,MH-1,Residential Mobile Home Park Zone,-,-,392040,13398.14,MOBILE HOME PARK,4935000,5578000,,,
016-012-933,3031 200 ST Langley BC V2Z 1N5,,,,,,,,,,,,Langley,MH-1,Residential Mobile Home Park Zone,-,-,621601.2,40233.75,MOBILE HOME PARK,11559000,13531000,,,
009-298-525,2270 196 ST Langley BC V2Z 1N6,,,,,,,,,,,,Langley,MH-1,Residential Mobile Home Park Zone,-,-,622472.4,34578.26,MOBILE HOME PARK,9836000,11629000,,,
005-344-581,23155 96 AV Langley BC,,,,,,,,,,,,Langley,MH-1R-1E,Residential Mobile Home Park ZoneResidential Zone R-1E,-,-,100188,6885.85,MOBILE HOME PARK,2290000,2302500,,,
005-255-317,2305 200 ST Langley BC V2Z 1Z2,,,,,,,,,,,,Langley,MH-1,Residential Mobile Home Park Zone,-,-,414691.2,25711.41,MOBILE HOME PARK,7637000,8647000,,,
024-601-781,3931 198 ST Langley BC V3A 1C9,,,,,,,,,,,,Langley,MH-1,Residential Mobile Home Park Zone,-,-,422967.6,26879.32,MOBILE HOME PARK,7545000,8818000,,,
005-176-140,2315 198 ST Langley BC V2Z 1Z1,,,,,,,,,,,,Langley,MH-1,Residential Mobile Home Park Zone,-,-,807602.4,68584.54,MOBILE HOME PARK,11393000,13585000,,,
008-499-381,4426 232 ST Langley BC V2Z 3A8,,,,,,,,,,,,Langley,MH-1,Residential Mobile Home Park Zone,-,-,430808.4,22783.92,MOBILE HOME PARK,6263000,6954000,,,
011-993-049,26892 FRASER HY Langley BC V4W 3T6,,,,,,,,,,,,Langley,MH-1,Residential Mobile Home Park Zone,-,-,357192,26178.25,MOBILE HOME PARK,7938000,8804000,,,
025-693-719,9080 198 ST Langley BC V1M 3A8,,,,,,,,,,,,Langley,MH-1,Residential Mobile Home Park Zone,-,-,897771.6,54830.42,MOBILE HOME PARK,15016000,18441000,,,
008-505-772,23157 72 AV Langley BC V2Y 2R9,,,,,,,,,,,,Langley,MH-1,Residential Mobile Home Park Zone,-,-,219106.8,15160.44,MOBILE HOME PARK,3693800,4271800,,,
000-008-991,7071 LANTZVILLE RD Lantzville BC V0R 2H0,,,,,,,,,,,,Lantzville,MHP,Mobile Home Park,-,-,365947.56,-,MOBILE HOME PARK,782000,1391000,,,
004-293-185,6820 PARKLANDS PL Lantzville BC V0R 2H0,,,,,,,,,,,,Lantzville,MHP,Mobile Home Park,-,-,177594.12,-,MOBILE HOME PARK,2119000,2257000,,,
000-008-982,7134 BLACKJACK DR Lantzville BC V0R 2H0,,,,,,,,,,,,Lantzville,MHP,Mobile Home Park,-,-,353271.6,-,MOBILE HOME PARK,1639000,1694000,,,
008-213-291,168 REYNOLDS RD Lillooet BC,,,,,,,,,,,,Lillooet,RR-1,Rural Residential 1,-,-,37461.6,-,MOBILE HOME PARK - ABOVE AVERAGE,197000,200200,,,
009-537-252,1230 MOHA RD Lillooet BC,,,,,,,,,,,,Lillooet,MHP,Mobile Home Park,-,-,233046,-,MOBILE HOME PARK,404000,763000,,,
008-213-381,331 DAVIDSON CR Lillooet BC V0K 1V0,,,,,,,,,,,,Lillooet,RR-1,Rural Residential 1,-,-,39204,-,MOBILE HOME PARK,200000,211500,,,
008-213-518,76 DAVIDSON CR Lillooet BC,,,,,,,,,,,,Lillooet,RR-1,Rural Residential 1,-,-,22651.2,-,MOBILE HOME PARK,142000,217700,,,
010-395-261,1091 RUSSELL ST Lillooet BC V0K 1V0,,,,,,,,,,,,Lillooet,RM,Residential Multifamily,60,120,7200,-,MOBILE HOME PARK,100000,103000,,,
007-332-602,760 MOHA RD Lillooet BC V0K 1V0,,,,,,,,,,,,Lillooet,MHP,Mobile Home Park,-,-,77101.2,-,MOBILE HOME PARK,232200,769200,,,
005-740-363,1200 MURRAY ST Lillooet BC,,,,,,,,,,,,Lillooet,RM,Residential Multifamily,-,-,160649.28,-,MOBILE HOME PARK,228000,241500,,,
003-001-245,187 MOUNTAINVIEW RD Lillooet BC,,,,,,,,,,,,Lillooet,MHP,Mobile Home Park,-,-,346171.32,-,MOBILE HOME PARK,1639000,1786000,,,
001-958-763,581 DAVIDSON CR Lillooet BC,,,,,,,,,,,,Lillooet,RR-1,Rural Residential 1,-,-,27442.8,-,MOBILE HOME PARK,154000,160600,,,
008-213-453,35 DAVIDSON CR Lillooet BC,,,,,,,,,,,,Lillooet,RR-1,Rural Residential 1,-,-,27442.8,-,MOBILE HOME PARK,114000,119800,,,
013-734-814,SHORT RD Lillooet BC,,,,,,,,,,,,Lillooet,Community,Community,-,-,1275436.8,-,MOBILE HOME PARK,136000,140900,,,
029-878-497,2313 SHUSWAP AV Lumby BC V0E 2G0,,,,,,,,,,,,Lumby,R5,Mobile Home Park,-,-,194713.2,-,MOBILE HOME PARK,2162000,2389000,,,
009-005-943,1879 FAULKNER AV Lumby BC V0E 2G0,,,,,,,,,,,,Lumby,R3,Residential Apartment and Multi-Family Zone,200,233,46600,-,MOBILE HOME PARK,314000,356100,,,
010-742-361,1000 MACKENZIE BV Mackenzie BC,,,,,,,,,,,,Mackenzie,RM4,RM4 - Mobile Home Park,-,-,967467.6,15829.7,MOBILE HOME PARK,1563000,1652600,,,
004-805-348,25 MACKENZIE BV Mackenzie BC,,,,,,,,,,,,Mackenzie,RM4,RM4 - Mobile Home Park,-,-,691297.2,12409.09,MOBILE HOME PARK,1103000,1300000,,,
008-894-710,60 CHICHOUYENILY DR Mackenzie BC,,,,,,,,,,,,Mackenzie,RM4,RM4 - Mobile Home Park,-,-,743133.6,13300.69,MOBILE HOME PARK,1214000,1393000,,,
007-542-283,21163 LOUGHEED HY Maple Ridge BC V2X 2R4,,,,,,,,,,,,Maple Ridge,CS-3,Recreation Commercial,-,-,324086.4,64695.17,MOBILE HOME PARK,7154000,8120000,,,
010-457-241,12885 BARNSDALE ST Maple Ridge BC,,,,,,,,,,,,Maple Ridge,CS-3RMH,Recreation CommercialMobile Home Residential,-,-,233481.6,13203.44,MOBILE HOME PARK,3061000,3803000,,,
003-032-221,9960 WILSON ST Maple Ridge BC V4S 1B3,,,,,,,,,,,,Maple Ridge,CTR,Commercial Tourist Recreation Zone,-,-,216057.6,20109.35,MOBILE HOME PARK,4713000,5534000,,,
000-595-004,20963 LOUGHEED HY Maple Ridge BC V2X 2R2,,,,,,,,,,,,Maple Ridge,CS-3,Recreation Commercial,-,-,87120,29842.88,MOBILE HOME PARK - ABOVE AVERAGE,5200000,5208500,,,
011-123-125,21085 LOUGHEED HY Maple Ridge BC V2X 2R2,,,,,,,,,,,,Maple Ridge,RMH,Mobile Home Residential,-,-,58806,14327.83,MOBILE HOME PARK,4387000,4397000,,,
009-455-795,21668 LOUGHEED HY Maple Ridge BC V2X 2S1,,,,,,,,,,,,Maple Ridge,CS-3,Recreation Commercial,-,-,100188,30110.21,MOBILE HOME PARK,12673000,12700200,,,
001-066-536,12892 232 ST Maple Ridge BC V2X 6T9,,,,,,,,,,,,Maple Ridge,CS-3,Recreation Commercial,-,-,192099.6,16172.1,MOBILE HOME PARK,3595000,4518000,,,
008-530-769,1595 OLD BEACH RD Masset BC,,,,,,,,,,,,Masset,,,-,-,128197.08,2966.28,MOBILE HOME PARK,227000,273300,,,
004-816-013,151 COLUMBIA ST McBride BC,,,,,,,,,,,,McBride,Ru5,Rural 5 (Ru5),-,-,175546.8,5068.75,MOBILE HOME PARK,480000,508800,,,
004-177-126,1226 MCMILLAN RD Merritt BC,,,,,,,,,,,,Merritt,R5,Mobile Home Park,-,-,56628,-,MOBILE HOME PARK,340000,372900,,,
003-006-905,1500 SPRING ST Merritt BC,,,,,,,,,,,,Merritt,R5,Mobile Home Park,-,-,253519.2,-,MOBILE HOME PARK,689000,730000,,,
018-521-681,3260 SUNSET ST Merritt BC,,,,,,,,,,,,Merritt,R5,Mobile Home Park,-,-,223898.4,-,MOBILE HOME PARK,649000,776000,,,
012-121-223,2400 COLDWATER AV Merritt BC,,,,,,,,,,,,Merritt,R2,Low Density Residential,-,-,35980.56,-,MOBILE HOME PARK,619000,637100,,,
004-201-698,1401 NICOLA AV Merritt BC,,,,,,,,,,,,Merritt,R5,Mobile Home Park,-,-,369824.4,-,MOBILE HOME PARK,2588000,3370000,,,
004-186-427,1201 MCMILLAN RD Merritt BC,,,,,,,,,,,,Merritt,R5,Mobile Home Park,-,-,30492,-,MOBILE HOME PARK,246000,259800,,,
007-739-737,1098 HOUSTON ST Merritt BC V1K 1C1,,,,,,,,,,,,Merritt,R5,Mobile Home Park,-,-,354142.8,-,MOBILE HOME PARK,2248000,2377000,,,
007-488-301,2776 CLAPPERTON AV Merritt BC,,,,,,,,,,,,Merritt,R5,Mobile Home Park,-,-,819363.6,-,MOBILE HOME PARK,5361000,5603000,,,
001-693-387,925 PEDDER BAY DR Metchosin BC V9C 4H1,,,,,,,,,,,,Metchosin,,,-,-,929134.8,-,MOBILE HOME PARK,4336400,5992100,,,
012-664-448,925 THIRTEENTH AV Midway BC,,,,,,,,,,,,Midway,MHP,Mobile Home Park,-,-,217800,-,MOBILE HOME PARK,787400,1130300,,,
011-314-095,32380 LOUGHEED HY Mission BC,,,,,,,,,,,,Mission,R558,Urban Residential 558 Zone,-,-,123405.48,10901.34,MOBILE HOME PARK,2825000,3000000,,,
006-121-756,34519 LOUGHEED HY Mission BC,,,,,,,,,,,,Mission,MMPR930,Multiple Family Mobile Home Park ZoneUrban Residential 930 Zone,-,-,139392,9575.02,MOBILE HOME PARK,2275000,2635000,,,
003-032-426,9950 WILSON ST Mission BC V4S 1B3,,,,,,,,,,,,Mission,RU16,Rural 16 Zone,-,-,370260,28201.77,MOBILE HOME PARK,6668000,7761000,,,
011-930-969,32151 LOUGHEED HY Mission BC,,,,,,,,,,,,Mission,R558MMP,Urban Residential 558 ZoneMultiple Family Mobile Home Park Zone,-,-,137039.76,8114.24,MOBILE HOME PARK,2022000,2233000,,,
027-078-493,217 ZACKS RD Nakusp BC V0G 1R0,,,,,,,,,,,,Nakusp,A1,,-,-,194713.2,-,MOBILE HOME PARK,800300,939300,,,
014-372-118,799 9A AV NW Nakusp BC,,,,,,,,,,,,Nakusp,RM1,Mobile Home Park,-,-,172062,-,MOBILE HOME PARK,1222000,1343000,,,
000-026-166,61 TWELFTH ST Nanaimo BC,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,362419.2,-,MOBILE HOME PARK,3850000,4090000,,,
000-428-281,2501 LABIEUX RD Nanaimo BC,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,296948.52,-,MOBILE HOME PARK,3032000,3574000,,,
003-814-971,5931 ISLAND HY N Nanaimo BC V9T 1X1,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,127630.8,-,MOBILE HOME PARK,1547000,1635900,,,
005-837-961,6245 METRAL DR Nanaimo BC V9T 6P8,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,445618.8,-,MOBILE HOME PARK,4117000,4646000,,,
000-163-236,971 DOUGLAS AV Nanaimo BC V9R 6C1,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,435600,-,MOBILE HOME PARK,4299000,4707000,,,
007-594-097,1359 CRANBERRY AV Nanaimo BC V9R 6L4,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,261360,-,MOBILE HOME PARK,1286000,1812000,,,
005-837-863,6325 METRAL DR Nanaimo BC V9T 6P9,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,927392.4,-,MOBILE HOME PARK,10460000,11553000,,,
003-527-743,5854 TURNER RD Nanaimo BC V9T 2M6,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,730501.2,-,MOBILE HOME PARK,8662000,9130000,,,
004-605-535,1226 LAWLOR RD Nanaimo BC,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,76230,-,MOBILE HOME PARK,1056000,1454000,,,
009-765-794,80 FIFTH ST Nanaimo BC V9R 1N1,,,,,,,,,,,,Nanaimo,R8,Medium Density Residential,-,-,272250,-,MOBILE HOME PARK,3021000,3194000,,,
